merchant_id,as_of_date,country,industry,tenure_months,account_status,kyc_status,risk_tier,profitability_tier,monthly_payment_volume_usd,transaction_count_30d,avg_settlement_delay_hours,payout_failure_rate_90d,support_contacts_90d,mobile_app_active,instant_settlement_enabled,contacted_last_30d
LS026419,2026-08-01,US,Professional services,27,Active,Verified,Medium,Medium,6265.3,38,17.3,0.0,0,1,1,0
LS029561,2026-08-01,US,Retail,42,Active,Verified,Low,High,7385.4,88,37.2,0.0005,3,1,0,0
LS016095,2026-08-01,US,Professional services,9,Active,Expired,Low,Low,31534.19,298,25.2,0.021,1,0,0,0
LS027383,2026-08-01,US,Food & beverage,10,Active,Verified,Medium,High,24803.42,229,9.5,0.0067,0,1,1,0
LS036684,2026-08-01,US,Food & beverage,27,Active,Verified,Medium,Medium,8905.37,168,9.8,0.0163,0,1,1,0
LS040743,2026-08-01,MX,Professional services,79,Active,Verified,Low,High,29504.61,300,33.4,0.0212,2,0,1,0
LS042706,2026-08-01,MX,Professional services,11,Active,Verified,Low,Medium,60220.19,502,18.2,0.005,0,1,1,1
LS040496,2026-08-01,BR,Travel,29,Paused,Pending,Low,Medium,14921.74,443,34.7,0.0253,1,0,1,0
LS055972,2026-08-01,BR,Professional services,10,Active,Verified,Low,Medium,21276.28,481,34.3,0.0232,1,1,0,0
LS051854,2026-08-01,BR,Retail,7,Active,Verified,Low,Low,91642.96,1538,36.1,0.0,0,1,1,0
LS048981,2026-08-01,MX,Food & beverage,13,Paused,Pending,Low,Low,8410.19,112,10.7,0.0027,2,0,0,0
LS015616,2026-08-01,US,Digital goods,43,Active,Verified,Low,Low,8245.06,143,18.1,0.0083,1,1,0,0
LS027356,2026-08-01,MX,Digital goods,18,Active,Verified,Medium,Medium,11512.58,118,27.8,0.0111,1,1,0,0
LS003763,2026-08-01,CR,Food & beverage,33,Active,Verified,Low,Medium,8417.87,248,45.4,0.0286,1,1,1,0
LS017977,2026-08-01,MX,Retail,33,Active,Pending,Low,High,7076.46,64,32.2,0.0039,4,1,0,0
LS003223,2026-08-01,MX,Professional services,13,Paused,Verified,Low,Medium,19028.32,229,10.0,0.0,2,1,0,0
LS008141,2026-08-01,US,Digital goods,24,Active,Verified,Medium,Medium,18736.81,264,29.2,0.0189,3,1,1,0
LS059392,2026-08-01,US,Travel,82,Active,Verified,High,Medium,17505.18,229,16.1,0.0,1,1,1,0
LS051847,2026-08-01,US,Retail,39,Active,Verified,High,Low,50590.64,519,38.1,0.0112,3,1,1,0
LS016360,2026-08-01,BR,Professional services,63,Active,Verified,Medium,High,4398.9,66,14.3,0.0,0,0,0,0
LS022313,2026-08-01,US,Retail,18,Active,Verified,Low,High,45376.02,959,28.5,0.0109,3,1,0,0
LS005075,2026-08-01,MX,Travel,12,Active,Verified,Low,Low,21012.45,293,41.4,0.0235,3,1,0,0
LS005047,2026-08-01,MX,Professional services,11,Active,Verified,Medium,Low,14848.88,242,14.2,0.0,0,0,0,0
LS003402,2026-08-01,CR,Retail,15,Active,Verified,High,Medium,13752.84,211,7.8,0.003,1,1,0,0
LS033992,2026-08-01,CR,Retail,21,Active,Verified,Low,High,8071.4,114,12.8,0.0,0,1,0,0
LS051155,2026-08-01,US,Travel,8,Active,Verified,Low,Medium,42182.07,1127,13.0,0.0174,0,1,0,0
LS019237,2026-08-01,BR,Retail,29,Paused,Verified,Low,Medium,36792.79,979,32.8,0.0017,0,1,0,0
LS008269,2026-08-01,MX,Retail,23,Active,Verified,Low,Medium,23623.84,279,34.5,0.0169,1,1,0,1
LS032185,2026-08-01,US,Retail,15,Active,Verified,Low,Low,12380.59,183,20.1,0.0035,0,1,0,0
LS042593,2026-08-01,BR,Retail,37,Closed,Verified,High,High,11699.66,191,18.4,0.0,0,1,0,1
LS025283,2026-08-01,US,Food & beverage,58,Active,Verified,Medium,High,12562.94,138,32.4,0.0122,0,1,0,0
LS050454,2026-08-01,BR,Food & beverage,18,Active,Verified,Low,Medium,14636.12,233,19.1,0.024,0,1,0,0
LS049262,2026-08-01,MX,Retail,31,Closed,Verified,Low,Medium,5060.75,80,25.9,0.0109,1,1,0,0
LS054375,2026-08-01,MX,Retail,60,Active,Verified,Medium,High,14717.64,155,52.0,0.0431,2,0,0,0
LS006259,2026-08-01,BR,Retail,46,Active,Verified,Low,Medium,2045.29,27,18.9,0.0047,2,0,0,0
LS052405,2026-08-01,MX,Retail,36,Active,Verified,Low,Medium,5355.84,107,23.6,0.0039,1,1,1,0
LS003698,2026-08-01,MX,Retail,25,Active,Verified,Low,Medium,12602.07,215,42.3,0.0291,1,0,0,0
LS046937,2026-08-01,US,Food & beverage,8,Active,Verified,Low,Medium,25984.75,213,19.9,0.0104,0,1,0,0
LS053925,2026-08-01,BR,Professional services,2,Active,Verified,Medium,Low,21464.3,159,41.9,0.0181,0,1,1,0
LS035310,2026-08-01,BR,Retail,6,Active,Verified,Low,High,10515.82,172,20.7,0.0108,0,1,0,0
LS035356,2026-08-01,US,Retail,36,Active,Verified,Low,Medium,8070.83,91,13.7,0.0038,0,1,1,0
LS019023,2026-08-01,BR,Retail,22,Paused,Verified,Low,High,20986.54,329,67.4,0.0293,1,1,0,1
LS005207,2026-08-01,BR,Food & beverage,62,Active,Expired,Medium,Medium,4455.88,56,30.3,0.0156,2,1,0,0
LS048354,2026-08-01,MX,Digital goods,13,Active,Verified,Medium,Medium,22011.09,463,27.3,0.0,0,0,0,0
LS040435,2026-08-01,BR,Professional services,13,Active,Verified,Medium,Medium,3807.73,66,35.7,0.0107,0,1,1,1
LS026300,2026-08-01,BR,Professional services,6,Active,Verified,High,Medium,11122.15,98,12.9,0.0131,0,1,0,0
LS012606,2026-08-01,US,Digital goods,39,Active,Verified,Medium,Medium,21110.86,726,22.7,0.0068,0,0,1,0
LS048541,2026-08-01,MX,Digital goods,16,Active,Verified,High,High,12073.41,139,45.4,0.0203,1,0,0,0
LS031986,2026-08-01,CR,Food & beverage,53,Active,Verified,Medium,Low,37261.29,405,33.6,0.0044,0,1,0,1
LS052830,2026-08-01,US,Food & beverage,21,Active,Verified,Medium,High,47445.76,365,46.0,0.0162,0,1,0,0
LS005847,2026-08-01,US,Retail,44,Active,Verified,Medium,Medium,3889.57,48,38.5,0.0194,0,1,0,0
LS020358,2026-08-01,CR,Digital goods,59,Active,Verified,Medium,Low,17181.05,174,4.4,0.0,0,1,0,0
LS032175,2026-08-01,US,Food & beverage,44,Active,Verified,High,Medium,12008.26,121,33.7,0.0076,1,1,0,0
LS030374,2026-08-01,MX,Digital goods,16,Active,Verified,Low,Low,5766.81,109,10.8,0.0,1,1,1,0
LS006481,2026-08-01,BR,Retail,20,Active,Verified,Medium,Medium,10646.62,136,29.8,0.011,1,1,1,0
LS047145,2026-08-01,US,Retail,44,Active,Verified,Low,Medium,24835.91,384,14.3,0.0,0,1,1,0
LS030749,2026-08-01,MX,Digital goods,8,Active,Verified,Medium,High,20089.51,298,8.4,0.0012,1,0,0,1
LS052645,2026-08-01,MX,Travel,64,Active,Verified,Low,High,8565.8,151,26.7,0.0116,0,1,1,0
LS040539,2026-08-01,US,Food & beverage,5,Active,Verified,Low,Low,3174.46,23,13.1,0.0005,0,1,0,0
LS038696,2026-08-01,BR,Digital goods,13,Active,Verified,Low,Medium,5106.12,46,39.2,0.0264,3,1,0,0
LS017470,2026-08-01,MX,Professional services,35,Paused,Expired,Low,Low,15704.23,262,35.3,0.0185,0,0,0,0
LS039321,2026-08-01,US,Food & beverage,58,Active,Verified,Low,Low,28882.99,128,24.0,0.0108,0,1,0,0
LS011622,2026-08-01,MX,Digital goods,28,Active,Verified,High,Medium,23370.67,400,28.0,0.0151,0,1,0,0
LS001394,2026-08-01,US,Professional services,18,Active,Verified,Low,Low,2757.86,48,22.8,0.0183,1,1,0,0
LS052563,2026-08-01,US,Professional services,14,Active,Verified,Low,Medium,12219.42,126,5.4,0.0,1,1,0,0
LS008800,2026-08-01,MX,Food & beverage,9,Closed,Verified,Low,Low,2563.13,50,30.2,0.011,2,0,0,0
LS011747,2026-08-01,CR,Professional services,19,Active,Verified,Low,Medium,12885.5,135,42.7,0.0147,1,0,1,0
LS015911,2026-08-01,BR,Food & beverage,24,Active,Verified,Low,Medium,8562.75,170,44.0,0.0239,0,1,0,0
LS056402,2026-08-01,US,Digital goods,33,Active,Verified,Low,Medium,22052.98,384,27.7,0.0109,1,0,1,0
LS054549,2026-08-01,US,Travel,5,Active,Verified,Medium,Low,22116.75,271,29.9,0.0084,0,0,0,0
LS050152,2026-08-01,US,Retail,36,Active,Pending,Low,High,2731.9,52,37.5,0.0233,0,1,0,0
LS049840,2026-08-01,MX,Retail,31,Active,Verified,Low,Medium,12891.41,166,34.6,0.007,1,1,0,0
LS020189,2026-08-01,US,Digital goods,50,Active,Expired,Medium,High,38583.82,616,4.4,0.0019,0,1,0,0
LS048671,2026-08-01,US,Food & beverage,26,Active,Verified,Low,Low,8527.09,123,24.2,0.0124,3,1,1,0
LS001102,2026-08-01,US,Digital goods,20,Active,Verified,High,Medium,25540.3,293,34.2,0.0005,1,1,0,0
LS049610,2026-08-01,BR,Retail,40,Active,Verified,Low,Low,35889.57,488,50.0,0.0192,1,1,0,0
LS046816,2026-08-01,US,Professional services,31,Paused,Verified,Low,Medium,5608.97,136,14.9,0.0,0,1,0,0
LS050994,2026-08-01,BR,Retail,12,Active,Verified,Low,Low,8306.32,117,41.4,0.0266,1,1,0,0
LS058865,2026-08-01,MX,Food & beverage,46,Active,Verified,Low,Medium,19020.95,204,38.1,0.024,0,1,0,0
LS039187,2026-08-01,US,Digital goods,21,Active,Verified,Low,Low,1745.72,26,33.0,0.0216,1,1,1,1
LS042538,2026-08-01,CR,Travel,24,Active,Verified,Low,Medium,6585.23,101,14.6,0.0143,1,0,1,0
LS040784,2026-08-01,BR,Food & beverage,10,Active,Verified,Low,Medium,16860.96,207,48.5,0.0189,0,1,1,0
LS013849,2026-08-01,BR,Travel,16,Active,Verified,Medium,Medium,14185.82,182,24.0,0.0069,1,1,0,0
LS006811,2026-08-01,BR,Retail,78,Active,Verified,Medium,Medium,7462.59,164,27.8,0.0101,1,0,0,0
LS000104,2026-08-01,US,Professional services,19,Active,Verified,High,Medium,14896.93,173,14.0,0.0,0,0,0,0
LS056060,2026-08-01,MX,Professional services,39,Active,Verified,Low,Low,27166.5,983,25.9,0.0,0,1,0,0
LS042776,2026-08-01,BR,Food & beverage,3,Active,Verified,Low,Low,21995.81,328,20.5,0.0209,0,1,0,0
LS025386,2026-08-01,BR,Professional services,46,Active,Expired,High,Low,66854.92,1687,32.0,0.0122,2,1,0,0
LS018706,2026-08-01,BR,Retail,11,Active,Verified,Low,High,28245.91,298,36.6,0.0135,1,1,0,1
LS025780,2026-08-01,MX,Digital goods,13,Active,Verified,Medium,Medium,18271.57,149,31.0,0.0127,0,1,0,1
LS011049,2026-08-01,MX,Digital goods,29,Active,Verified,Medium,Medium,28201.16,507,4.0,0.0087,0,1,0,0
LS027769,2026-08-01,MX,Digital goods,20,Active,Verified,Medium,Low,24064.31,337,39.9,0.0277,0,1,0,0
LS042363,2026-08-01,US,Food & beverage,16,Paused,Verified,Low,High,1636.14,30,17.6,0.0155,1,1,0,0
LS016241,2026-08-01,BR,Food & beverage,15,Active,Verified,Low,High,9343.35,123,9.7,0.0031,1,1,0,0
LS013277,2026-08-01,MX,Retail,34,Active,Verified,Low,Medium,11747.95,162,34.4,0.0199,0,0,0,0
LS050883,2026-08-01,BR,Food & beverage,16,Active,Verified,Medium,High,4514.71,64,27.0,0.0055,0,0,0,0
LS059598,2026-08-01,MX,Professional services,47,Active,Verified,Medium,Low,11082.8,322,33.2,0.0065,1,1,0,0
LS006563,2026-08-01,BR,Professional services,31,Active,Pending,Low,Medium,4136.52,78,19.9,0.0,1,0,1,0
LS004868,2026-08-01,MX,Professional services,82,Active,Verified,Medium,Medium,7012.4,113,5.5,0.0,1,1,0,0
LS015389,2026-08-01,BR,Food & beverage,26,Paused,Verified,Low,Medium,47234.2,435,4.0,0.0,3,1,0,0
LS028009,2026-08-01,US,Retail,31,Active,Verified,Low,Medium,9185.53,177,20.9,0.0,0,1,1,0
LS048095,2026-08-01,US,Retail,18,Active,Verified,Medium,Medium,9937.22,158,26.0,0.0161,0,1,0,0
LS005395,2026-08-01,US,Professional services,50,Active,Verified,Low,High,14271.48,147,38.8,0.0111,0,0,0,0
LS032936,2026-08-01,US,Retail,11,Active,Verified,Low,Medium,18364.58,240,31.6,0.0196,0,1,0,0
LS031688,2026-08-01,US,Digital goods,30,Active,Verified,Low,Medium,11969.46,99,25.2,0.0143,0,0,0,1
LS017334,2026-08-01,US,Retail,57,Active,Verified,Low,Medium,39015.41,462,20.9,0.0112,1,1,0,1
LS017588,2026-08-01,US,Retail,39,Active,Verified,Medium,High,16270.31,169,29.5,0.0088,2,1,0,0
LS035964,2026-08-01,MX,Travel,27,Active,Verified,Low,High,1897.55,33,29.0,0.0149,1,0,0,0
LS002300,2026-08-01,US,Food & beverage,46,Active,Verified,High,High,13534.74,174,32.5,0.0073,0,1,0,0
LS030985,2026-08-01,US,Retail,59,Active,Verified,Low,Medium,15377.85,158,8.5,0.0,0,1,0,0
LS022247,2026-08-01,US,Food & beverage,25,Active,Verified,Low,High,30302.98,424,14.7,0.004,0,0,0,1
LS051076,2026-08-01,US,Retail,23,Active,Verified,Medium,High,28736.9,366,31.7,0.0154,0,1,0,0
LS039692,2026-08-01,BR,Retail,33,Active,Verified,High,Medium,23148.37,260,24.3,0.0099,2,1,0,0
LS028271,2026-08-01,BR,Retail,39,Active,Verified,Medium,Low,26751.47,253,18.1,0.0,0,0,0,0
LS023294,2026-08-01,CR,Professional services,18,Active,Verified,Low,Medium,34246.73,1007,34.6,0.0095,1,1,0,0
LS007693,2026-08-01,BR,Food & beverage,16,Active,Verified,Low,Low,11641.37,131,47.2,0.0046,1,0,0,1
LS023029,2026-08-01,US,Professional services,34,Active,Expired,Medium,Low,73291.17,765,28.8,0.0142,0,1,0,0
LS007663,2026-08-01,BR,Retail,29,Active,Verified,Medium,Medium,5096.29,77,27.5,0.0044,0,1,1,0
LS001243,2026-08-01,US,Food & beverage,10,Active,Verified,Low,Low,31555.13,348,26.3,0.0073,0,0,0,0
LS008250,2026-08-01,US,Food & beverage,84,Active,Verified,Medium,Low,5766.5,106,34.5,0.0048,1,1,0,0
LS014630,2026-08-01,US,Retail,40,Active,Verified,Low,High,9148.93,113,43.3,0.0044,2,1,0,0
LS034588,2026-08-01,BR,,42,Active,Pending,Low,Low,8369.8,103,40.3,0.0,0,1,1,0
LS006994,2026-08-01,BR,Retail,22,Active,Verified,Medium,Medium,38088.42,665,20.0,0.0128,0,0,0,0
LS056646,2026-08-01,CR,Digital goods,9,Active,Verified,Low,Low,40074.38,495,10.4,0.003,0,1,1,0
LS056806,2026-08-01,CR,Travel,34,Active,Verified,Medium,High,25710.09,174,46.8,0.0283,5,0,1,0
LS027449,2026-08-01,MX,Professional services,71,Active,Verified,Low,Medium,16187.06,545,28.8,0.0126,0,0,0,0
LS033321,2026-08-01,US,,8,Active,Pending,Low,Low,2435.45,22,29.0,0.0032,0,1,0,0
LS008817,2026-08-01,MX,Retail,8,Active,Verified,Medium,Low,12919.16,178,33.4,0.0334,2,0,0,0
LS043470,2026-08-01,MX,Food & beverage,19,Closed,Pending,Low,Medium,59383.47,719,23.2,0.0139,0,1,0,0
LS006787,2026-08-01,BR,Retail,44,Active,Verified,Low,High,6741.99,129,33.9,0.02,0,1,0,0
LS041408,2026-08-01,BR,Digital goods,19,Closed,Verified,Low,High,5160.65,77,36.0,0.001,1,1,0,0
LS032378,2026-08-01,BR,Travel,5,Active,Verified,Medium,Medium,23311.12,217,30.4,0.0,1,1,1,0
LS048881,2026-08-01,BR,Retail,17,Active,Verified,Low,Medium,21653.95,353,15.6,0.0131,0,1,0,0
LS034364,2026-08-01,BR,Retail,29,Active,Pending,Low,Low,11759.35,221,32.5,0.0261,0,1,0,1
LS059746,2026-08-01,BR,Retail,21,Active,Verified,Low,Medium,8545.56,153,30.3,0.0015,1,1,0,0
LS044635,2026-08-01,US,Retail,37,Active,Verified,Low,High,19331.19,287,40.4,0.0143,2,1,1,0
LS054885,2026-08-01,US,Food & beverage,24,Active,Verified,Low,High,4861.6,43,32.0,0.0074,0,1,0,0
LS025367,2026-08-01,BR,Food & beverage,17,Active,Verified,Medium,Low,19661.7,286,18.3,0.0,1,1,0,1
LS033650,2026-08-01,US,Digital goods,20,Active,Verified,High,Low,5100.99,73,44.0,0.027,1,0,1,0
LS012952,2026-08-01,US,Professional services,14,Active,Expired,Low,Medium,13709.47,221,13.1,0.0008,3,1,1,0
LS041233,2026-08-01,CR,Digital goods,57,Active,Verified,Low,High,35842.96,787,15.8,0.0,1,0,0,0
LS012468,2026-08-01,CR,Food & beverage,14,Active,Verified,Low,Low,14225.61,201,30.9,0.0135,3,1,0,0
LS055939,2026-08-01,US,Professional services,11,Active,Verified,Low,High,15011.74,121,28.4,0.0094,0,1,0,0
LS055940,2026-08-01,US,Professional services,25,Active,Pending,Low,High,60183.14,1375,35.7,0.007,0,1,0,0
LS025396,2026-08-01,BR,Digital goods,48,Active,Verified,Low,Medium,1860.2,45,33.2,0.0,1,1,0,0
LS035689,2026-08-01,US,Retail,62,Active,Verified,Low,Low,29485.52,232,37.7,0.0159,3,1,1,0
LS017056,2026-08-01,MX,Food & beverage,10,Active,Verified,Medium,Low,5736.48,114,36.5,0.0085,1,0,0,0
LS023253,2026-08-01,MX,Travel,29,Active,Verified,Low,Low,18713.4,334,12.4,0.0087,0,1,0,0
LS011991,2026-08-01,US,Retail,31,Active,Verified,Low,High,2118.52,21,19.8,0.0127,0,0,0,0
LS035826,2026-08-01,MX,Retail,64,Active,Pending,Low,Medium,4523.61,134,19.1,0.0194,1,1,0,0
LS013250,2026-08-01,BR,Retail,34,Active,Verified,Low,Low,4761.11,50,32.5,0.0092,0,1,0,0
LS000187,2026-08-01,MX,Food & beverage,6,Active,Verified,Medium,Low,18072.55,182,18.0,0.0,1,1,0,0
LS027627,2026-08-01,US,Digital goods,39,Active,Verified,Low,Low,25104.1,481,32.2,0.0151,1,1,0,0
LS049548,2026-08-01,US,Travel,19,Active,Verified,High,Medium,18023.65,207,33.6,0.0056,2,1,0,0
LS057849,2026-08-01,BR,Retail,6,Active,Verified,Low,Medium,87342.85,2869,7.9,0.0066,1,0,0,0
LS001006,2026-08-01,US,Digital goods,25,Active,Verified,Low,High,13213.53,269,28.0,0.0137,1,1,0,0
LS005380,2026-08-01,CR,Professional services,31,Active,Verified,Medium,High,24019.88,400,24.8,0.0025,0,0,0,0
LS037947,2026-08-01,US,Travel,29,Active,Verified,Low,Medium,4209.34,26,4.0,0.0,0,0,0,0
LS012157,2026-08-01,US,Digital goods,20,Active,Verified,Medium,Medium,30024.0,229,15.1,0.0,2,1,0,0
LS040154,2026-08-01,MX,Professional services,9,Active,Verified,Low,High,17785.19,224,47.4,0.0259,1,0,0,0
LS024514,2026-08-01,MX,Professional services,15,Paused,Verified,Medium,Low,8068.22,209,19.8,0.0023,0,1,0,0
LS040585,2026-08-01,MX,Professional services,41,Active,Verified,Low,High,17667.3,97,47.2,0.0191,1,1,1,1
LS037255,2026-08-01,US,Food & beverage,24,Active,Verified,Medium,Low,71600.83,1114,26.9,0.018,1,1,0,0
LS042812,2026-08-01,US,Digital goods,22,Active,Verified,Medium,Medium,14474.53,225,12.7,0.0098,1,0,0,1
LS039309,2026-08-01,US,Food & beverage,42,Active,Verified,Low,Medium,3376.22,44,22.4,0.0101,1,0,0,0
LS005830,2026-08-01,US,Food & beverage,24,Active,Verified,Low,High,5712.67,120,25.7,0.0276,0,0,0,1
LS041468,2026-08-01,MX,Digital goods,9,Active,Verified,Low,Medium,22239.32,380,29.1,0.0247,0,1,0,0
LS040662,2026-08-01,BR,Professional services,22,Active,Verified,Medium,High,7600.08,129,32.4,0.0218,0,0,0,0
LS035983,2026-08-01,MX,Retail,42,Active,Verified,Medium,Medium,28232.05,218,11.3,0.0055,0,1,1,0
LS005271,2026-08-01,US,Retail,44,Active,Verified,Low,Medium,4937.23,43,25.1,0.0006,1,1,0,0
LS030135,2026-08-01,US,Retail,34,Paused,Verified,Medium,Low,6011.73,53,27.3,0.0172,0,1,0,0
LS042595,2026-08-01,CR,Professional services,24,Active,Verified,Low,Low,12985.59,167,26.8,0.0125,0,0,1,0
LS015172,2026-08-01,BR,Retail,15,Active,Verified,Low,High,4803.23,42,32.3,0.0138,1,1,0,0
LS043495,2026-08-01,US,Professional services,26,Active,Verified,Low,Medium,18983.63,200,30.9,0.0259,2,0,0,0
LS057167,2026-08-01,US,Food & beverage,11,Active,Verified,Low,High,4774.97,56,4.0,0.0,0,0,0,0
LS043158,2026-08-01,US,Food & beverage,16,Active,Verified,Medium,High,992.72,9,32.8,0.011,0,1,0,1
LS052649,2026-08-01,US,Food & beverage,45,Paused,Verified,Low,Low,8357.51,99,33.3,0.0131,4,0,0,0
LS015316,2026-08-01,US,Food & beverage,50,Active,Verified,Low,Low,27127.76,660,29.7,0.0074,0,0,1,0
LS045453,2026-08-01,US,Digital goods,23,Active,Verified,Low,Low,3793.38,48,37.7,0.0192,2,1,0,0
LS021556,2026-08-01,CR,Digital goods,51,Active,Verified,Low,Medium,8143.53,150,4.0,0.0181,0,0,1,0
LS046039,2026-08-01,US,Digital goods,49,Paused,Expired,High,Medium,10993.05,116,39.2,0.0356,3,1,0,0
LS051563,2026-08-01,BR,Travel,24,Active,Verified,Medium,Low,10745.77,244,29.5,0.0099,0,0,1,0
LS005410,2026-08-01,MX,Food & beverage,7,Active,Verified,Low,Medium,18027.01,216,30.2,0.0173,1,1,0,0
LS041115,2026-08-01,US,Professional services,29,Active,Verified,Medium,High,3425.45,44,26.9,0.0,0,1,0,1
LS009107,2026-08-01,US,Professional services,22,Active,Verified,Medium,Low,18178.03,156,30.0,0.0226,1,1,0,0
LS015713,2026-08-01,US,Food & beverage,43,Active,Verified,Low,High,4577.82,58,19.5,0.0175,0,0,0,1
LS028535,2026-08-01,MX,Professional services,43,Active,Verified,High,Medium,6655.67,96,20.5,0.013,0,1,1,0
LS025323,2026-08-01,BR,Food & beverage,31,Active,Verified,Low,High,6306.71,71,53.9,0.0216,2,1,0,0
LS045522,2026-08-01,US,Digital goods,44,Active,Verified,Low,High,10988.6,280,30.3,0.0266,0,1,0,0
LS042699,2026-08-01,BR,Travel,26,Active,Verified,Low,Low,1942.99,29,30.5,0.0173,2,1,0,0
LS056125,2026-08-01,BR,Retail,19,Active,Verified,Medium,High,7935.79,125,32.4,0.0011,0,0,1,0
LS027692,2026-08-01,MX,Retail,13,Active,Pending,Low,Medium,32884.95,275,27.8,0.0138,1,1,1,0
LS059554,2026-08-01,CR,Professional services,25,Active,Verified,Low,Medium,1905.22,26,10.7,0.0,0,0,0,0
LS008856,2026-08-01,US,Retail,40,Active,Verified,Low,Low,10243.77,175,37.3,0.0169,0,1,0,0
LS007132,2026-08-01,MX,Retail,15,Active,Verified,Medium,Medium,20681.57,332,18.1,0.0144,0,0,0,0
LS039127,2026-08-01,US,Food & beverage,20,Active,Verified,Medium,Medium,17461.24,134,43.0,0.0042,1,0,0,0
LS055589,2026-08-01,BR,Professional services,37,Active,Verified,Low,Medium,2794.99,39,37.9,0.0107,2,0,0,0
LS013507,2026-08-01,BR,Food & beverage,28,Active,Verified,Low,Medium,189951.05,3106,36.1,0.0195,2,0,0,0
LS059197,2026-08-01,US,Retail,13,Active,Verified,Medium,High,17599.19,222,31.5,0.0136,0,0,0,0
LS041654,2026-08-01,CR,Retail,24,Active,Verified,High,High,3168.37,38,4.5,0.0,0,1,0,1
LS057728,2026-08-01,US,Digital goods,38,Active,Verified,Low,Medium,7579.88,119,31.8,0.0138,2,0,1,0
LS026469,2026-08-01,US,Digital goods,24,Active,Verified,High,Low,14568.74,194,13.0,0.001,0,1,1,0
LS042818,2026-08-01,BR,Food & beverage,15,Active,Verified,Low,Medium,10356.2,145,10.4,0.0,0,1,1,0
LS015887,2026-08-01,BR,Food & beverage,12,Active,Verified,Low,Medium,4262.21,55,20.0,0.0,0,1,0,0
LS037468,2026-08-01,US,Travel,4,Active,Verified,Low,High,7124.3,152,40.1,0.0161,0,1,1,1
LS028931,2026-08-01,US,Retail,32,Active,Verified,Low,Low,19263.51,360,32.2,0.0133,2,1,0,0
LS050751,2026-08-01,BR,Food & beverage,7,Active,Verified,Low,Low,7188.7,111,45.9,0.0175,2,1,1,0
LS045766,2026-08-01,US,Professional services,4,Active,Verified,Low,Medium,17945.91,285,32.4,0.0201,0,1,0,0
LS026598,2026-08-01,MX,Professional services,7,Active,Verified,Medium,Medium,8716.57,156,42.2,0.0146,5,1,1,0
LS059415,2026-08-01,BR,Food & beverage,7,Active,Verified,Medium,Medium,5490.74,83,24.1,0.0,0,1,0,0
LS036182,2026-08-01,MX,Digital goods,24,Active,Verified,Low,Medium,20429.73,204,12.1,0.002,1,0,1,0
LS021347,2026-08-01,BR,Retail,19,Active,Verified,Low,High,6006.87,140,31.6,0.0075,1,1,0,0
LS007219,2026-08-01,MX,Digital goods,27,Active,Verified,Low,Medium,18100.31,354,33.3,0.0254,3,1,1,0
LS030170,2026-08-01,MX,Retail,24,Active,Verified,Low,Low,21072.22,210,32.1,0.0136,0,1,0,0
LS052837,2026-08-01,CR,Digital goods,15,Active,Verified,Low,Low,29556.9,398,29.9,0.0207,0,1,0,0
LS043676,2026-08-01,MX,Digital goods,10,Active,Verified,Medium,Medium,3291.2,58,20.6,0.0,0,1,0,0
LS057258,2026-08-01,MX,Food & beverage,11,Active,Verified,Medium,Medium,35283.21,454,28.0,0.0145,0,1,0,0
LS018269,2026-08-01,US,Digital goods,27,Active,Verified,Low,Medium,18801.64,333,16.7,0.0079,1,1,0,0
LS018985,2026-08-01,US,Digital goods,48,Active,Verified,High,High,8157.25,91,7.7,0.0,0,0,0,0
LS038782,2026-08-01,US,Professional services,56,Active,Verified,Low,Low,4073.17,74,31.1,0.0089,0,1,0,0
LS055575,2026-08-01,MX,Food & beverage,41,Active,Verified,Low,High,20308.77,311,32.8,0.0148,0,1,0,0
LS045835,2026-08-01,BR,Food & beverage,23,Active,Verified,Low,Medium,8087.03,111,16.1,0.0,0,0,0,1
LS041980,2026-08-01,US,Food & beverage,52,Active,Verified,Low,Low,38801.03,688,35.6,0.0142,1,1,0,0
LS011956,2026-08-01,MX,Food & beverage,62,Active,Verified,Low,Medium,12364.28,137,53.2,0.0387,2,1,0,0
LS023622,2026-08-01,MX,Professional services,18,Active,Verified,Low,High,10457.67,181,46.2,0.025,2,1,0,0
LS044027,2026-08-01,US,Retail,31,Closed,Verified,Low,Medium,9027.35,324,25.3,0.0,1,1,1,0
LS007321,2026-08-01,US,Food & beverage,7,Active,Verified,Medium,Medium,50884.38,1037,24.9,0.0153,1,1,0,0
